epoch,accuracy,auc,loss,lr,val_accuracy,val_auc,val_loss
0,0.530259370803833,0.532714307308197,9.781161308288574,0.001,0.612500011920929,0.3749176859855652,3.770815372467041
1,0.5878962278366089,0.6174094676971436,5.504180431365967,0.001,0.4375,0.45269840955734253,3.9185433387756348
2,0.6167147159576416,0.6480539441108704,4.532153606414795,0.001,0.6000000238418579,0.3694661259651184,4.558727264404297
3,0.6541786789894104,0.687576413154602,4.14894437789917,0.001,0.574999988079071,0.5,13.061556816101074
4,0.6570605039596558,0.7152622938156128,3.8838558197021484,0.001,0.5874999761581421,0.4503546357154846,5.166727542877197
5,0.7089337110519409,0.7801360487937927,3.4472827911376953,0.001,0.5625,0.5,17.504352569580078
6,0.7463976740837097,0.797638475894928,3.3909714221954346,0.0003162278,0.637499988079071,0.5615731477737427,4.6331377029418945
7,0.8530259132385254,0.9299149513244629,3.0375001430511475,0.0003162278,0.574999988079071,0.5009523630142212,7.718619346618652
8,0.8443803787231445,0.9135541915893555,3.0190060138702393,0.0003162278,0.5625,0.6237212419509888,5.936067581176758
9,0.8645533323287964,0.9457699060440063,2.8898587226867676,0.0003162278,0.5874999761581421,0.6425780653953552,5.292409420013428
10,0.8674351572990417,0.930152952671051,2.865497589111328,0.0003162278,0.574999988079071,0.6384270191192627,6.039990425109863
11,0.8847262263298035,0.9583503007888794,2.7627973556518555,0.000100000005,0.637499988079071,0.670535147190094,4.755537509918213
12,0.9164265394210815,0.977925181388855,2.6889913082122803,0.000100000005,0.625,0.699144184589386,3.949514865875244
13,0.9077810049057007,0.9658163189888,2.708101272583008,0.000100000005,0.7250000238418579,0.7369979619979858,3.487014055252075
14,0.9423630833625793,0.9803721904754639,2.6456520557403564,0.000100000005,0.737500011920929,0.7154731750488281,3.648298740386963
15,0.9250720739364624,0.9817498922348022,2.615553617477417,0.000100000005,0.7875000238418579,0.7976342439651489,3.1881556510925293
16,0.9077810049057007,0.9724490642547607,2.621487617492676,0.000100000005,0.75,0.7707930207252502,3.1311874389648438
17,0.9228571653366089,0.9747080206871033,2.593644380569458,0.000100000005,0.7250000238418579,0.7784527540206909,3.1499056816101074
18,0.9399999976158142,0.9871219992637634,2.5363340377807617,0.000100000005,0.75,0.7723785638809204,3.3605339527130127
19,0.939481258392334,0.9812924861907959,2.5273473262786865,0.000100000005,0.7250000238418579,0.7615089416503906,3.1123054027557373
20,0.9481267929077148,0.9868197441101074,2.489081859588623,0.000100000005,0.675000011920929,0.7579922080039978,3.0324509143829346
21,0.9538905024528503,0.9950000047683716,2.431657075881958,0.000100000005,0.637499988079071,0.7238094806671143,3.1279752254486084
22,0.9538905024528503,0.9941900372505188,2.4114880561828613,0.000100000005,0.7250000238418579,0.7786458730697632,2.9607253074645996
23,0.9596541523933411,0.9872618913650513,2.405771255493164,0.000100000005,0.6875,0.7730496525764465,2.9875547885894775
24,0.9711815714836121,0.996717631816864,2.345961570739746,0.000100000005,0.699999988079071,0.7781330943107605,2.918241262435913
25,0.9452449679374695,0.9903046488761902,2.351006507873535,0.000100000005,0.5874999761581421,0.6637369394302368,3.2978789806365967
26,0.9567723274230957,0.9933041334152222,2.3169119358062744,0.000100000005,0.699999988079071,0.7362991571426392,2.985311269760132
27,0.9596541523933411,0.9960002899169922,2.2724928855895996,0.000100000005,0.612500011920929,0.7127659320831299,3.0137152671813965
28,0.9625360369682312,0.9928571581840515,2.2651467323303223,0.000100000005,0.675000011920929,0.7253835797309875,3.0974040031433105
29,0.9711815714836121,0.9955271482467651,2.225367784500122,0.000100000005,0.6875,0.779789388179779,2.7878830432891846
30,0.9625360369682312,0.9939625859260559,2.214534282684326,0.000100000005,0.7250000238418579,0.7643861770629883,2.8692235946655273
31,0.9682996869087219,0.9933282136917114,2.1902568340301514,0.000100000005,0.75,0.814127504825592,2.7693817615509033
32,0.9625360369682312,0.9954579472541809,2.159992218017578,0.000100000005,0.6499999761581421,0.7379556894302368,2.9555327892303467
33,0.9827089309692383,0.9973299503326416,2.1108195781707764,0.000100000005,0.7250000238418579,0.8118687868118286,2.7176449298858643
34,0.9567723274230957,0.9963096380233765,2.102238178253174,0.000100000005,0.6875,0.7607994675636292,2.935670852661133
35,0.9769452214241028,0.9970800280570984,2.0649189949035645,0.000100000005,0.7124999761581421,0.7486979365348816,2.9486591815948486
36,0.9596541523933411,0.9911743402481079,2.0750319957733154,0.000100000005,0.6875,0.785622239112854,2.792113780975342
37,0.9798271059989929,0.9941021203994751,2.031658411026001,0.000100000005,0.699999988079071,0.7698259353637695,2.7364017963409424
38,0.9769452214241028,0.9956538081169128,1.998356819152832,0.000100000005,0.675000011920929,0.7446808218955994,2.6918458938598633
39,0.9682996869087219,0.9928061366081238,1.9997713565826416,0.000100000005,0.7124999761581421,0.7923918962478638,2.589270830154419
40,0.9769452214241028,0.9963159561157227,1.9601558446884155,0.000100000005,0.75,0.8297871947288513,2.5162100791931152
41,0.9884726405143738,0.9991850852966309,1.9116966724395752,0.000100000005,0.7250000238418579,0.7512786984443665,2.68641996383667
42,0.9740633964538574,0.9970468282699585,1.9016051292419434,0.000100000005,0.6875,0.743492066860199,2.7900636196136475
43,0.9682996869087219,0.993905782699585,1.8938132524490356,0.000100000005,0.637499988079071,0.721867024898529,2.617844820022583
44,0.9654178619384766,0.9923639893531799,1.888146996498108,0.000100000005,0.675000011920929,0.752380907535553,2.7376303672790527
45,0.9855907559394836,0.9968536496162415,1.8261748552322388,0.000100000005,0.7124999761581421,0.7787722945213318,2.63224458694458
46,0.9798271059989929,0.9985910058021545,1.8040552139282227,3.1622778e-05,0.699999988079071,0.7643229365348816,2.610501766204834
47,0.9855907559394836,0.9995569586753845,1.7878862619400024,3.1622778e-05,0.737500011920929,0.79296875,2.599475622177124
48,0.9942362904548645,0.9998975396156311,1.762454867362976,3.1622778e-05,0.7124999761581421,0.765666663646698,2.6655383110046387
49,0.9913544654846191,0.9990986585617065,1.7674005031585693,3.1622778e-05,0.75,0.8069053292274475,2.5015108585357666
50,0.9942362904548645,0.9999322295188904,1.752546787261963,3.1622778e-05,0.675000011920929,0.7724049091339111,2.5938100814819336
51,0.9913544654846191,0.9998644590377808,1.7474043369293213,3.1622778e-05,0.7250000238418579,0.7900391817092896,2.5292458534240723
52,0.9884726405143738,0.9984124302864075,1.7463186979293823,3.1622778e-05,0.737500011920929,0.813015878200531,2.4528634548187256
53,0.9884726405143738,0.9995600581169128,1.7336814403533936,3.1622778e-05,0.7250000238418579,0.7870309948921204,2.469621181488037
54,0.9942362904548645,0.9998299479484558,1.7152506113052368,3.1622778e-05,0.6875,0.7829283475875854,2.629312038421631
55,0.9913544654846191,0.9997962117195129,1.7119498252868652,3.1622778e-05,0.762499988079071,0.8097826242446899,2.4305217266082764
56,0.9884726405143738,0.9997619390487671,1.7043951749801636,3.1622778e-05,0.737500011920929,0.8180946111679077,2.329559326171875
57,0.9942362904548645,0.9998974800109863,1.6959483623504639,3.1622778e-05,0.699999988079071,0.8088330626487732,2.4242353439331055
58,0.9971181750297546,0.9992332458496094,1.6851096153259277,3.1622778e-05,0.6499999761581421,0.804347813129425,2.326724052429199
59,0.9855907559394836,0.9991172552108765,1.685193657875061,3.1622778e-05,0.7124999761581421,0.7836880087852478,2.521106243133545
60,0.9798271059989929,0.9990628957748413,1.6859527826309204,3.1622778e-05,0.7250000238418579,0.8190537095069885,2.284085512161255
61,0.9913544654846191,0.9997103810310364,1.6573024988174438,3.1622778e-05,0.675000011920929,0.7689268589019775,2.4352316856384277
62,0.9942362904548645,0.9999313950538635,1.6440874338150024,3.1622778e-05,0.7124999761581421,0.7814313769340515,2.422028064727783
63,0.9913544654846191,0.9998130202293396,1.6417768001556396,3.1622778e-05,0.6625000238418579,0.7828572392463684,2.435699701309204
64,0.9884726405143738,0.9983023405075073,1.6518651247024536,3.1622778e-05,0.699999988079071,0.7880435585975647,2.366069793701172
65,0.9827089309692383,0.9974783658981323,1.643030047416687,3.1622778e-05,0.7250000238418579,0.7727272510528564,2.3866429328918457
66,0.9913544654846191,0.9996938705444336,1.624171495437622,1.0000001e-05,0.7124999761581421,0.7895237803459167,2.3410377502441406
67,0.9884726405143738,0.999573290348053,1.6252808570861816,1.0000001e-05,0.75,0.8299232721328735,2.19047474861145
68,0.9971181750297546,1.0,1.6015442609786987,1.0000001e-05,0.699999988079071,0.7860317826271057,2.460270881652832
69,0.9913544654846191,0.9996252059936523,1.612093448638916,1.0000001e-05,0.7124999761581421,0.7649903297424316,2.336474657058716
70,0.9855907559394836,0.9988073110580444,1.6173750162124634,1.0000001e-05,0.675000011920929,0.7750651836395264,2.494131088256836
71,0.9913544654846191,0.9997289180755615,1.6018154621124268,1.0000001e-05,0.7124999761581421,0.795293390750885,2.4217689037323
72,1.0,1.0,1.583845615386963,1.0000001e-05,0.7250000238418579,0.7909207344055176,2.265807628631592
73,0.9971181750297546,0.9999316334724426,1.5908828973770142,3.1622778e-06,0.6875,0.7666239738464355,2.484184741973877
74,0.9971181750297546,0.999863862991333,1.5898634195327759,3.1622778e-06,0.699999988079071,0.7722184658050537,2.3952605724334717
75,0.9942362904548645,0.9994888305664062,1.5935028791427612,3.1622778e-06,0.6875,0.7573528289794922,2.4172863960266113
76,0.9971181750297546,0.9999999403953552,1.5794895887374878,3.1622778e-06,0.75,0.8030303120613098,2.3226780891418457
77,0.9884726405143738,0.9997278451919556,1.5938562154769897,3.1622778e-06,0.699999988079071,0.7640232443809509,2.38822865486145
78,0.9798271059989929,0.9988455772399902,1.6073914766311646,1.0000001e-06,0.7250000238418579,0.812020480632782,2.284830331802368
79,0.9971181750297546,1.0,1.5868189334869385,1.0000001e-06,0.675000011920929,0.7555556893348694,2.5281219482421875
80,0.9855907559394836,0.9996088743209839,1.5923701524734497,1.0000001e-06,0.699999988079071,0.7669841647148132,2.4198029041290283
81,1.0,1.0,1.5795745849609375,1.0000001e-06,0.7124999761581421,0.7771739959716797,2.3834068775177
82,0.9971181750297546,0.9998975396156311,1.581514835357666,1.0000001e-06,0.7124999761581421,0.7977777719497681,2.348694324493408
83,0.9942362904548645,0.9997785687446594,1.5897889137268066,5e-07,0.637499988079071,0.7425130605697632,2.4334871768951416
84,0.9942362904548645,0.9996944069862366,1.5887298583984375,5e-07,0.737500011920929,0.8088235259056091,2.3163013458251953
85,1.0,1.0,1.5760098695755005,5e-07,0.675000011920929,0.7768542766571045,2.2844274044036865
86,1.0,1.0,1.5739383697509766,5e-07,0.699999988079071,0.7799873948097229,2.3346669673919678
87,0.9855907559394836,0.9996073246002197,1.5876786708831787,5e-07,0.6625000238418579,0.7758730053901672,2.3385047912597656
88,1.0,1.0000001192092896,1.5755045413970947,5e-07,0.699999988079071,0.784654974937439,2.3445825576782227
89,0.9942362904548645,0.9998983144760132,1.5792521238327026,5e-07,0.699999988079071,0.7854859232902527,2.3839964866638184
90,1.0,1.0,1.5756210088729858,5e-07,0.7124999761581421,0.8197937607765198,2.225684642791748
91,0.9913544654846191,0.999966025352478,1.5890628099441528,5e-07,0.7749999761581421,0.8011849522590637,2.2846436500549316
92,1.0,0.9999999403953552,1.5776662826538086,5e-07,0.6875,0.783687949180603,2.3378515243530273
93,0.9855907559394836,0.9960749745368958,1.6075286865234375,5e-07,0.6499999761581421,0.7730495929718018,2.393261194229126
94,0.9971181750297546,0.9998806715011597,1.5814005136489868,5e-07,0.675000011920929,0.7936815023422241,2.316760778427124
95,0.9971181750297546,1.0,1.5772042274475098,5e-07,0.7124999761581421,0.7662798166275024,2.436830759048462
96,0.9971181750297546,0.9999659657478333,1.5810883045196533,5e-07,0.7124999761581421,0.7873600721359253,2.316372871398926
97,0.9884726405143738,0.9998975992202759,1.5815709829330444,5e-07,0.7124999761581421,0.7867017388343811,2.3184008598327637
98,0.9971181750297546,0.9999828338623047,1.579207420349121,5e-07,0.699999988079071,0.7547953128814697,2.490396499633789
99,0.9942362904548645,0.9998299479484558,1.5827833414077759,5e-07,0.7250000238418579,0.779789388179779,2.290173292160034
