epoch,accuracy,auc,loss,lr,val_accuracy,val_auc,val_loss
0,0.5530086159706116,0.5390128493309021,15.512531280517578,0.001,0.42500001192092896,0.5,8.529478073120117
1,0.5186246633529663,0.5063701868057251,9.221237182617188,0.001,0.42500001192092896,0.5450767278671265,1.9829801321029663
2,0.5415472984313965,0.5438304543495178,3.145463466644287,0.001,0.44999998807907104,0.5316495895385742,0.696168839931488
3,0.527220606803894,0.49746644496917725,1.6699832677841187,0.001,0.574999988079071,0.533887505531311,0.6884924173355103
4,0.5358166098594666,0.5149254202842712,0.7449011206626892,0.001,0.512499988079071,0.5,0.6930978298187256
5,0.5787965655326843,0.5304697751998901,0.7901147603988647,0.001,0.5874999761581421,0.4996776282787323,0.6917444467544556
6,0.5530086159706116,0.445325642824173,0.699944794178009,0.001,0.5874999761581421,0.5106382966041565,0.6873871684074402
7,0.5759312510490417,0.5038993954658508,0.6980113983154297,0.001,0.5874999761581421,0.4667956233024597,0.7464020848274231
8,0.5558739304542542,0.5279865860939026,0.7416167855262756,0.001,0.5874999761581421,0.5190199613571167,0.6840207576751709
9,0.5616045594215393,0.47595474123954773,0.6887774467468262,0.001,0.6000000238418579,0.4895833432674408,0.6795698404312134
10,0.5673352479934692,0.5233628153800964,0.6824274063110352,0.001,0.5874999761581421,0.5106382966041565,0.6801658272743225
11,0.5759312510490417,0.4638631045818329,0.7071077227592468,0.001,0.5874999761581421,0.494197279214859,0.6779968738555908
12,0.5644699335098267,0.5373806357383728,0.6856160759925842,0.001,0.574999988079071,0.510869562625885,0.6808134317398071
13,0.5759312510490417,0.5051096081733704,0.6821632981300354,0.001,0.574999988079071,0.510869562625885,0.68083256483078
14,0.5845271944999695,0.5216531753540039,0.6783837676048279,0.001,0.612500011920929,0.5102040767669678,0.6696524620056152
15,0.5730658769607544,0.4755277633666992,0.6839190721511841,0.001,0.5625,0.5111111402511597,0.6831781268119812
16,0.5730658769607544,0.5368792414665222,0.6817524433135986,0.001,0.5874999761581421,0.5106382966041565,0.6751920580863953
17,0.5759312510490417,0.4733259379863739,0.6827697157859802,0.001,0.5874999761581421,0.5106382966041565,0.6746833324432373
18,0.5787965655326843,0.48275747895240784,0.6818971037864685,0.001,0.5874999761581421,0.5,0.6780604124069214
19,0.5702005624771118,0.4831375777721405,0.6791163682937622,0.001,0.6000000238418579,0.57421875,0.7138663530349731
20,0.5787965655326843,0.5100883841514587,0.71294766664505,0.0003162278,0.6000000238418579,0.5104166269302368,0.6698231101036072
21,0.5787965655326843,0.4867313504219055,0.680245041847229,0.0003162278,0.612500011920929,0.5102040767669678,0.6661787629127502
22,0.5816618800163269,0.4946117103099823,0.6779359579086304,0.0003162278,0.42500001192092896,0.5054803490638733,0.7028725743293762
23,0.5759312510490417,0.48351922631263733,0.6975464820861816,0.0003162278,0.6000000238418579,0.5104166269302368,0.6697664856910706
24,0.5759312510490417,0.4924868643283844,0.6810228228569031,0.0003162278,0.6000000238418579,0.5104166269302368,0.6697899699211121
25,0.5673352479934692,0.5066331028938293,0.684619128704071,0.0003162278,0.5874999761581421,0.5106382966041565,0.6732405424118042
26,0.5702005624771118,0.4759060740470886,0.6840347051620483,0.0003162278,0.5874999761581421,0.5106382966041565,0.6731298565864563
27,0.5845271944999695,0.4287356436252594,0.6805755496025085,0.000100000005,0.5874999761581421,0.5106382966041565,0.6730418801307678
28,0.5816618800163269,0.44431138038635254,0.6828164458274841,0.000100000005,0.5874999761581421,0.5106382966041565,0.6730294823646545
29,0.5787965655326843,0.48607462644577026,0.6805325746536255,0.000100000005,0.625,0.5099999904632568,0.6615861654281616
30,0.5845271944999695,0.5066806077957153,0.6778689622879028,0.000100000005,0.5625,0.5111111402511597,0.6802840232849121
31,0.5845271944999695,0.4625929594039917,0.680642306804657,0.000100000005,0.5625,0.5111111402511597,0.6800053119659424
32,0.5558739304542542,0.5494150519371033,0.6815627813339233,0.000100000005,0.574999988079071,0.510869562625885,0.676487922668457
33,0.5816618800163269,0.50106281042099,0.6801042556762695,0.000100000005,0.5874999761581421,0.5106382966041565,0.6733163595199585
34,0.5816618800163269,0.5090761780738831,0.6780304908752441,0.000100000005,0.5874999761581421,0.5106382966041565,0.673112154006958
35,0.5730658769607544,0.505033552646637,0.6811907291412354,3.1622778e-05,0.5874999761581421,0.5106382966041565,0.6727765798568726
36,0.5759312510490417,0.5381874442100525,0.6787238717079163,3.1622778e-05,0.6000000238418579,0.5104166269302368,0.6687918901443481
37,0.5730658769607544,0.560218095779419,0.6808691024780273,3.1622778e-05,0.5874999761581421,0.4442295432090759,0.6727644205093384
38,0.5730658769607544,0.5003187656402588,0.6803320050239563,3.1622778e-05,0.5625,0.5111111402511597,0.6800859570503235
39,0.5759312510490417,0.4892933964729309,0.6808338165283203,3.1622778e-05,0.6000000238418579,0.5104166269302368,0.6686232686042786
40,0.5730658769607544,0.4947483241558075,0.6813350319862366,1.0000001e-05,0.5874999761581421,0.5106382966041565,0.6724401712417603
